customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,charges_daily
7639-oplng,No,male,0,1,1,70,1,1,dsl,1,1,1,1,1,0,two year,1,bank transfer automatic,79.25,5731.85,2.64
7639-supcw,Sí,female,0,0,0,22,1,0,dsl,1,0,0,0,0,0,month-to-month,1,credit card automatic,48.8,1054.6,1.63
7641-euyet,Sí,male,1,1,1,46,1,1,fiber optic,1,1,1,0,1,0,month-to-month,1,electronic check,100.7,4541.2,3.36
7641-tqfhn,No,male,0,0,1,39,1,1,fiber optic,0,0,0,1,1,1,two year,0,mailed check,100.55,3895.35,3.35
7643-rchxs,No,female,0,1,1,63,1,0,no,0,0,0,0,0,0,two year,0,electronic check,19.35,1263.85,0.64
7644-omvmy,No,male,0,1,1,0,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.85,238.20000000000002,0.66
7647-gyykx,No,female,0,1,1,54,1,0,no,0,0,0,0,0,0,two year,1,bank transfer automatic,20.35,1092.35,0.68
7649-phjvr,No,male,0,0,0,11,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.5,226.8,0.65
7649-sijjf,No,male,0,1,0,71,1,1,dsl,1,1,1,1,0,1,two year,1,mailed check,80.1,5585.4,2.67
7654-ywjuf,No,male,0,1,0,43,1,0,fiber optic,1,0,1,1,0,0,one year,1,bank transfer automatic,84.25,3539.25,2.81
7657-dyepj,Sí,male,1,0,0,38,1,0,dsl,0,1,1,1,1,0,one year,1,credit card automatic,70.15,2497.35,2.34
7658-uyuqs,No,male,1,1,0,21,1,0,fiber optic,0,0,1,0,1,0,month-to-month,0,bank transfer automatic,86.55,1857.25,2.88
7660-hdpjv,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.2,69.2,2.31
7661-cpurm,No,male,0,0,0,19,1,0,fiber optic,0,0,0,1,0,1,one year,1,credit card automatic,87.7,1725.95,2.92
7662-twisv,No,female,0,0,1,51,0,0,dsl,1,0,1,1,1,1,one year,0,bank transfer automatic,60.15,3077.0,2.0
7663-cuxzb,No,male,0,1,0,59,1,1,fiber optic,1,1,1,1,1,1,two year,0,electronic check,113.75,6561.25,3.79
7663-rgwbc,Sí,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,44.15,44.15,1.47
7663-yjhsn,No,female,0,1,0,72,1,1,fiber optic,1,1,1,1,1,0,two year,1,bank transfer automatic,103.95,7556.9,3.47
7663-ztegj,No,male,0,0,1,29,1,1,fiber optic,0,1,1,1,0,1,one year,0,credit card automatic,100.55,2830.45,3.35
7665-nklav,No,female,0,1,1,36,0,0,dsl,1,0,1,1,0,0,two year,0,credit card automatic,40.65,1547.35,1.36
7665-toald,Sí,female,0,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.6,69.6,2.32
7665-vigud,No,male,0,0,0,10,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.35,176.3,0.68
7666-wkron,Sí,female,0,0,0,39,1,0,fiber optic,0,0,1,1,0,0,two year,1,electronic check,80.45,3201.55,2.68
7668-xcfyv,No,female,1,1,0,17,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,92.55,1614.7,3.08
7669-lcrsd,No,male,0,1,1,12,1,0,dsl,0,0,0,0,1,0,month-to-month,1,mailed check,56.3,628.65,1.88
7670-zbpoq,No,female,0,1,0,58,1,1,dsl,1,0,0,1,0,0,one year,1,bank transfer automatic,61.05,3478.75,2.03
7672-vfmxz,No,male,0,1,0,57,1,0,dsl,1,0,0,1,0,0,month-to-month,0,electronic check,55.7,3171.6,1.86
7673-bqgku,No,female,0,1,1,69,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,20.15,1337.5,0.67
7673-lprny,No,female,0,0,0,23,1,1,dsl,1,0,1,0,1,1,one year,1,electronic check,78.55,1843.05,2.62
7674-ytafd,No,female,0,0,0,33,1,0,fiber optic,0,1,0,1,0,0,one year,1,bank transfer automatic,79.95,2684.85,2.66
7675-ozczg,Sí,female,1,0,0,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.0,127.1,1.5
7677-sjjjk,No,male,0,1,1,8,1,0,no,0,0,0,0,0,0,one year,0,credit card automatic,19.9,153.95,0.66
7682-azndk,No,male,0,1,1,34,1,0,fiber optic,0,1,1,0,1,0,month-to-month,1,electronic check,89.85,3091.75,2.99
7683-cbdkj,Sí,male,0,1,1,14,1,0,dsl,1,1,0,0,1,0,month-to-month,1,electronic check,65.45,937.6,2.18
7684-xsziy,No,male,0,1,1,72,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.3,1643.25,0.81
7688-awmdx,No,male,0,1,0,71,1,0,dsl,1,0,0,1,0,0,two year,0,bank transfer automatic,54.5,3778.2,1.82
7690-kpncu,No,male,0,1,1,64,1,0,dsl,1,0,1,0,1,1,one year,1,credit card automatic,73.05,4688.65,2.44
7691-kgkgp,No,male,0,1,1,53,1,0,dsl,0,1,0,1,1,0,month-to-month,0,credit card automatic,65.0,3363.8,2.17
7691-xvtzh,No,female,0,1,0,68,1,1,fiber optic,0,0,1,0,1,0,two year,1,bank transfer automatic,89.95,5974.3,3.0
7693-lckzl,Sí,male,0,1,1,5,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,electronic check,80.15,385.0,2.67
7693-qpefs,No,male,1,0,0,52,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,72.95,3829.75,2.43
7694-vlbwq,Sí,male,0,1,0,67,1,1,fiber optic,0,1,1,0,1,1,one year,0,electronic check,104.1,7040.85,3.47
7695-pklcz,No,female,0,0,0,68,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,20.5,1424.9,0.68
7696-amhod,No,female,0,1,1,49,1,0,dsl,0,1,1,0,1,1,one year,0,credit card automatic,78.0,3824.2,2.6
7696-cftat,No,male,0,1,1,37,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,19.8,726.1,0.66
7698-yfgez,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.0,20.0,0.67
7703-zekef,Sí,male,0,0,0,23,1,1,fiber optic,0,0,1,0,0,0,month-to-month,1,electronic check,81.0,1917.1,2.7
7706-dznkk,No,male,0,0,0,11,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,20.45,237.3,0.68
7706-ylmqa,No,female,0,0,0,70,1,0,no,0,0,0,0,0,0,one year,0,bank transfer automatic,19.7,1341.5,0.66
7707-pybbh,No,male,0,0,0,40,1,0,dsl,1,1,0,1,0,0,month-to-month,1,mailed check,61.9,2647.1,2.06
7709-fqreh,No,female,0,1,0,18,1,1,fiber optic,0,0,0,1,1,0,month-to-month,1,electronic check,88.85,1594.75,2.96
7710-jsyoa,No,female,0,1,1,69,1,1,fiber optic,0,1,0,1,0,1,two year,1,bank transfer automatic,93.3,6398.05,3.11
7711-gqbzc,No,female,0,1,1,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.7,1810.55,0.82
7711-yijwc,No,male,0,1,1,61,1,0,dsl,1,1,1,1,1,1,one year,0,bank transfer automatic,84.9,5264.5,2.83
7714-yxsmb,No,female,0,0,0,26,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,bank transfer automatic,100.5,2599.95,3.35
7716-ytyhg,Sí,female,0,1,1,48,1,1,fiber optic,0,0,0,0,0,1,one year,1,mailed check,82.05,4029.95,2.74
7717-bicxi,No,male,0,1,1,60,1,0,no,0,0,0,0,0,0,two year,0,mailed check,20.55,1205.05,0.68
7718-rxdgg,No,male,0,1,0,15,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,68.6,1108.6,2.29
7718-upskj,No,female,0,1,0,69,1,0,fiber optic,1,1,0,1,1,1,one year,1,credit card automatic,106.4,7251.9,3.55
7721-dvekz,No,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.65,19.65,0.65
7721-jxeaw,Sí,male,0,1,0,59,0,0,dsl,0,1,0,0,0,1,month-to-month,1,bank transfer automatic,41.05,2452.7,1.37
7722-cvfxn,No,male,0,1,1,54,1,1,fiber optic,0,1,0,1,1,1,one year,1,electronic check,105.2,5637.85,3.51
7722-vjrqd,No,male,0,1,1,72,0,0,dsl,1,0,1,1,1,1,two year,0,bank transfer automatic,60.95,4549.05,2.03
7727-shvzv,No,female,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,19.5,150.35,0.65
7729-jteec,No,male,0,1,1,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.5,90.05,1.48
7729-xbtwx,No,male,0,1,1,66,1,0,no,0,0,0,0,0,0,two year,1,mailed check,19.75,1344.5,0.66
7730-cldsv,No,female,0,1,1,72,1,1,fiber optic,0,1,1,1,0,1,two year,1,bank transfer automatic,98.65,7129.45,3.29
7730-iutdz,Sí,male,0,0,0,43,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,75.2,3198.6,2.51
7733-udmtp,No,female,1,0,0,57,0,0,dsl,0,1,1,0,1,1,month-to-month,1,electronic check,55.0,3094.05,1.83
7734-dboai,Sí,female,0,1,1,1,0,0,dsl,0,0,0,1,1,0,month-to-month,0,electronic check,40.1,40.1,1.34
7739-laxog,Sí,female,0,1,1,32,1,1,fiber optic,0,0,1,0,0,1,month-to-month,1,bank transfer automatic,91.05,2954.5,3.03
7740-btpux,No,male,1,1,0,55,1,1,fiber optic,0,1,1,1,1,1,two year,1,electronic check,113.6,6292.7,3.79
7740-kkcxf,No,male,0,1,0,51,0,0,dsl,0,1,0,0,0,0,month-to-month,1,credit card automatic,30.05,1529.45,1.0
7742-mypgi,No,female,0,1,1,6,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,48.8,297.35,1.63
7743-exurx,Sí,male,0,1,1,8,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic check,51.05,415.05,1.7
7746-awnqw,No,female,0,0,0,28,0,0,dsl,0,0,1,1,0,0,month-to-month,1,mailed check,35.75,961.4,1.19
7746-qyvco,No,male,0,1,1,16,1,0,dsl,1,1,0,0,0,0,one year,1,mailed check,55.85,857.8,1.86
7748-umtrk,No,female,1,0,1,30,1,1,fiber optic,0,0,0,1,1,1,month-to-month,1,electronic check,101.3,2974.5,3.38
7750-eyxwz,No,female,0,0,0,12,0,0,dsl,0,1,1,1,1,1,one year,0,electronic check,60.65,743.3,2.02
7752-xusci,Sí,female,0,0,0,60,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,105.9,6396.45,3.53
7753-usqyq,No,male,0,0,0,55,1,0,dsl,0,1,0,1,0,1,one year,1,electronic check,64.2,3627.3,2.14
7754-ixrmc,No,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.35,45.35,1.51
7758-ujwys,No,male,0,1,1,34,0,0,dsl,0,0,0,1,1,0,two year,1,electronic check,40.55,1325.85,1.35
7758-xkcbs,Sí,male,0,0,0,15,0,0,dsl,0,0,0,1,0,0,month-to-month,1,electronic check,29.7,438.25,0.99
7760-oypdy,Sí,female,0,0,0,2,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.65,144.15,2.69
7762-onljy,No,female,0,1,1,6,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.7,94.45,0.66
7762-urzqh,Sí,male,0,1,0,66,1,1,fiber optic,1,0,1,0,1,1,two year,1,credit card automatic,106.05,6981.35,3.53
7764-bdpee,No,male,0,0,1,3,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.85,60.65,0.7
7765-lwvvh,No,female,0,1,1,72,1,1,fiber optic,1,1,0,0,1,0,two year,1,electronic check,95.1,6843.15,3.17
7766-cltic,No,female,0,0,0,10,1,0,dsl,0,0,0,1,0,1,month-to-month,1,mailed check,60.95,629.55,2.03
7766-cvtaf,No,male,0,1,1,43,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.25,1077.95,0.81
7767-uxagj,Sí,male,0,0,0,1,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,50.45,50.45,1.68
7771-cfqrq,No,female,0,1,1,47,1,0,dsl,0,1,0,1,0,1,two year,0,bank transfer automatic,63.8,3007.25,2.13
7771-zonat,No,male,0,0,0,22,0,0,dsl,0,0,1,1,1,1,two year,0,bank transfer automatic,56.75,1304.85,1.89
7774-ojsxi,Sí,male,0,0,0,31,1,1,fiber optic,0,1,1,0,1,1,one year,1,electronic check,103.45,3066.45,3.45
7776-qgyjc,No,female,0,1,1,39,1,0,fiber optic,0,0,1,1,0,0,month-to-month,1,bank transfer automatic,81.5,3107.3,2.72
7776-qwnfx,Sí,male,1,1,0,30,1,0,dsl,0,1,0,0,0,0,month-to-month,1,bank transfer automatic,50.4,1527.5,1.68
7777-unyhb,No,female,0,1,1,12,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,20.1,232.4,0.67
7779-lgovn,Sí,male,1,1,0,10,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,86.65,856.65,2.89
7779-orael,No,male,1,1,0,45,1,1,dsl,1,0,1,1,0,1,two year,0,credit card automatic,75.15,3480.35,2.51
7780-otdso,Sí,male,0,1,0,18,1,1,fiber optic,1,0,0,0,1,1,month-to-month,1,electronic check,99.4,1742.95,3.31
7781-ewara,No,male,0,1,1,70,0,0,dsl,0,1,1,1,1,1,one year,0,electronic check,60.35,4138.7,2.01
7781-hvgmk,No,female,0,1,1,72,0,0,dsl,1,1,1,1,1,1,two year,1,credit card automatic,65.2,4784.45,2.17
7783-ykgdv,Sí,female,0,0,0,12,1,1,fiber optic,1,1,1,0,0,1,month-to-month,1,bank transfer automatic,99.7,1238.45,3.32
7785-rdvig,No,female,0,1,1,3,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.3,54.7,0.64
7786-wbjyi,Sí,female,0,0,0,4,1,1,fiber optic,0,1,0,0,0,0,month-to-month,0,bank transfer automatic,77.95,305.55,2.6
7787-bntzm,No,male,0,0,0,6,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,20.15,130.5,0.67
7789-cruvc,No,female,1,1,0,61,1,1,fiber optic,1,1,1,1,0,0,month-to-month,1,credit card automatic,94.2,5895.45,3.14
7789-hksbs,No,female,1,1,0,42,1,1,fiber optic,1,0,1,0,1,1,one year,1,bank transfer automatic,105.2,4599.15,3.51
7794-jasdg,No,male,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed check,50.75,50.75,1.69
7795-cfocw,No,male,0,0,0,45,0,0,dsl,1,0,1,1,0,0,one year,0,bank transfer automatic,42.3,1840.75,1.41
7797-ejmdp,No,female,0,0,0,8,1,0,dsl,1,0,0,1,0,1,month-to-month,0,bank transfer automatic,66.05,574.5,2.2
7798-jvxym,No,female,0,0,0,14,1,0,dsl,0,0,0,1,1,1,month-to-month,1,electronic check,69.65,921.4,2.32
7799-dsews,No,male,0,0,0,18,1,0,dsl,1,0,1,1,1,0,month-to-month,1,electronic check,68.35,1299.8,2.28
7799-lgrdp,No,female,0,0,0,43,1,1,no,0,0,0,0,0,0,two year,1,credit card automatic,25.7,1188.2,0.86
7801-cednv,No,male,0,1,0,27,1,0,dsl,1,0,0,0,0,0,one year,0,credit card automatic,48.7,1421.75,1.62
7801-kicao,No,female,0,0,0,18,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.15,1345.75,2.47
7802-efkny,Sí,male,0,1,0,5,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,24.95,100.4,0.83
7803-xoccz,No,female,0,1,1,52,1,0,fiber optic,1,0,1,1,0,0,month-to-month,1,bank transfer automatic,84.05,4326.8,2.8
7808-dvwep,No,male,0,1,0,3,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,20.0,49.65,0.67
7808-nbwyw,No,female,1,1,0,3,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,80.4,224.05,2.68
7811-jivpf,No,female,0,0,0,23,1,0,dsl,0,0,1,0,0,0,month-to-month,0,credit card automatic,49.7,1081.25,1.66
7812-fzhpe,Sí,female,0,1,1,17,1,1,no,0,0,0,0,0,0,month-to-month,0,mailed check,24.1,409.9,0.8
7813-tkcvo,No,female,0,1,0,20,1,0,no,0,0,0,0,0,0,one year,0,mailed check,20.35,393.15,0.68
7813-zggaw,No,male,1,0,0,31,1,1,fiber optic,0,0,1,1,1,0,month-to-month,1,bank transfer automatic,96.6,2877.95,3.22
7814-leeve,No,female,0,1,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,20.3,20.3,0.68
7815-pdthl,No,male,0,0,0,35,1,0,no,0,0,0,0,0,0,two year,1,mailed check,20.2,684.4,0.67
7816-vghto,No,female,0,1,1,6,0,0,dsl,0,1,1,1,0,0,two year,0,mailed check,40.55,217.5,1.35
7817-boqpw,Sí,female,0,0,0,2,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,75.55,166.3,2.52
7817-omjna,No,male,0,0,0,14,1,0,no,0,0,0,0,0,0,one year,0,bank transfer automatic,20.4,275.7,0.68
7820-zygny,No,male,0,0,0,63,1,1,fiber optic,0,1,0,0,0,1,one year,0,credit card automatic,90.45,5825.5,3.02
7821-dprqe,No,male,0,1,0,68,1,1,fiber optic,1,1,0,1,1,1,month-to-month,1,electronic check,107.7,7320.9,3.59
7823-jsoag,No,male,0,0,0,3,1,1,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,74.5,217.45,2.48
7824-pansq,No,male,0,0,0,58,1,1,fiber optic,0,0,0,1,0,0,month-to-month,0,bank transfer automatic,80.65,4807.35,2.69
7825-ecjrf,Sí,female,0,0,0,19,1,0,fiber optic,1,0,1,1,1,1,month-to-month,1,electronic check,106.6,1934.45,3.55
7825-gkxmw,Sí,female,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,45.8,45.8,1.53
7826-vvkwt,No,female,1,1,1,24,1,0,fiber optic,0,0,1,0,1,1,two year,1,electronic check,96.55,2263.45,3.22
7831-qgoxh,Sí,female,0,0,0,18,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,85.2,1553.9,2.84
7833-pkihd,No,male,0,1,1,51,1,0,dsl,1,0,0,1,1,1,one year,1,bank transfer automatic,76.4,3966.3,2.55
7838-lazfo,No,male,0,1,0,45,1,0,dsl,1,1,1,0,1,1,one year,0,bank transfer automatic,78.8,3597.5,2.63
7839-nuiaa,No,female,0,1,1,61,1,1,dsl,1,1,0,0,0,0,month-to-month,0,electronic check,59.8,3641.5,1.99
7839-qrkxn,Sí,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.2,20.2,0.67
7841-fcrqd,No,female,0,1,0,33,1,0,dsl,0,1,0,1,0,0,one year,1,credit card automatic,53.75,1857.3,1.79
7841-tzdmq,Sí,male,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,1,credit card automatic,46.0,84.5,1.53
7845-urhjn,Sí,female,0,1,0,8,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,20.15,156.25,0.67
7846-axwom,No,female,0,1,1,69,0,0,dsl,1,0,1,0,0,1,two year,1,credit card automatic,43.95,2960.1,1.46
7850-thjmu,No,female,0,1,1,26,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.65,494.9,0.65
7850-vwjuu,No,female,0,0,0,23,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,bank transfer automatic,75.0,1778.5,2.5
7851-flggq,Sí,male,0,0,0,1,0,0,dsl,0,1,0,1,0,1,month-to-month,1,mailed check,44.65,44.65,1.49
7851-wzeky,Sí,female,0,0,0,2,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.15,196.9,3.17
7852-lecyp,No,male,1,1,0,13,1,1,fiber optic,1,1,0,0,0,1,month-to-month,0,credit card automatic,93.8,1261.0,3.13
7853-gvudz,Sí,female,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,20.15,20.15,0.67
7853-oetyl,No,female,0,1,0,4,0,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic check,29.05,129.6,0.97
7853-wnzsy,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,credit card automatic,19.75,19.75,0.66
7854-edssa,Sí,male,0,0,0,22,1,1,dsl,1,1,0,0,0,0,month-to-month,0,electronic check,59.0,1254.7,1.97
7854-ektjl,Sí,female,0,0,1,2,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,19.6,35.85,0.65
7854-foksf,Sí,male,0,0,0,1,0,0,dsl,0,0,0,0,0,1,month-to-month,0,electronic check,35.9,35.9,1.2
7855-diwpo,No,female,0,0,0,21,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,68.65,1493.2,2.29
7856-ganil,No,male,1,1,0,45,1,1,fiber optic,0,1,1,1,1,0,one year,1,bank transfer automatic,98.7,4525.8,3.29
7858-gtzsp,No,female,0,0,0,12,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,86.55,1066.9,2.88
7860-ksugx,No,male,0,1,1,72,1,1,dsl,1,1,1,0,0,0,two year,0,credit card automatic,64.45,4720.0,2.15
7860-uxcrm,No,male,0,1,1,63,1,0,dsl,1,1,1,1,1,0,two year,0,credit card automatic,74.5,4674.55,2.48
7861-uvuft,Sí,female,0,1,0,15,1,0,fiber optic,0,0,1,0,1,0,month-to-month,1,electronic check,84.3,1308.4,2.81
7868-bgsza,No,male,0,1,0,43,1,1,dsl,1,0,1,0,1,1,one year,1,electronic check,80.2,3581.6,2.67
7868-tmwmz,No,female,1,1,0,60,1,0,fiber optic,1,1,1,1,1,1,two year,1,bank transfer automatic,110.0,6668.35,3.67
7869-zydst,No,male,0,1,0,31,1,1,dsl,0,0,0,0,1,0,month-to-month,1,credit card automatic,59.05,1882.8,1.97
7872-baazr,No,female,0,1,1,53,1,0,no,0,0,0,0,0,0,one year,0,bank transfer automatic,19.55,1007.9,0.65
7872-rddlz,No,female,1,0,0,67,1,1,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,54.9,3725.5,1.83
7873-cvmaw,No,male,0,0,0,72,1,1,dsl,1,1,1,1,1,1,two year,0,credit card automatic,88.55,6362.35,2.95
7874-ecpqj,No,female,0,0,1,4,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,20.05,85.5,0.67
7876-aehig,No,female,0,0,1,51,0,0,dsl,1,0,1,1,1,1,one year,0,bank transfer automatic,60.15,3077.0,2.0
7876-beutg,No,female,0,0,0,15,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,48.8,720.1,1.63
7876-dnyap,No,female,0,1,1,69,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.8,1436.95,0.66
7878-jgdkk,No,male,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.55,220.75,1.48
7878-rtczg,No,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.9,19.9,0.66
7879-cgsfv,No,male,0,0,0,55,1,0,fiber optic,1,1,0,0,1,1,one year,1,mailed check,100.9,5552.05,3.36
7880-xsojx,No,male,0,0,0,4,0,0,dsl,1,1,0,1,0,0,month-to-month,0,mailed check,42.4,146.4,1.41
7881-evuad,Sí,female,0,0,0,2,0,0,dsl,1,1,0,0,0,1,month-to-month,1,electronic check,42.6,72.4,1.42
7881-inrlc,Sí,male,0,0,0,45,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,credit card automatic,100.85,4740.0,3.36
7883-rojoc,No,female,0,1,0,19,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,44.9,839.65,1.5
7890-vyywg,Sí,male,1,1,0,3,0,0,dsl,0,0,0,0,1,0,month-to-month,1,mailed check,36.45,93.7,1.22
7892-pookp,Sí,female,0,1,0,28,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,104.8,3046.05,3.49
7892-qvykw,No,female,0,1,1,23,1,1,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,85.6,1868.4,2.85
7893-ixhrq,Sí,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,20.55,20.55,0.68
7895-vonwt,No,female,0,0,0,25,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic check,48.25,1293.8,1.61
7898-pdwqe,No,male,0,1,0,71,1,1,dsl,1,1,1,1,0,1,two year,0,credit card automatic,80.4,5727.15,2.68
7901-hxjva,No,male,0,0,0,14,1,0,fiber optic,0,0,1,0,0,0,month-to-month,0,electronic check,76.45,1117.55,2.55
7901-iidqv,No,male,0,0,0,24,1,1,dsl,0,0,0,1,0,0,one year,0,bank transfer automatic,54.6,1242.25,1.82
7901-tbkjx,No,male,1,0,0,56,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,101.05,5594.0,3.37
7903-cmpey,Sí,male,1,1,0,1,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,80.3,80.3,2.68
7905-njmxs,No,male,1,1,0,7,1,1,dsl,1,1,0,1,0,0,month-to-month,0,electronic check,64.2,475.0,2.14
7905-tvxta,No,female,0,0,0,5,1,0,dsl,1,0,0,1,1,0,month-to-month,1,electronic check,64.35,352.65,2.14
7908-qcbca,Sí,female,0,1,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,69.4,69.4,2.31
7909-fioiy,No,female,0,1,1,19,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,24.85,434.8,0.83
7912-syrqt,Sí,female,0,0,0,7,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,75.1,552.95,2.5
7916-vccpb,No,female,0,1,1,16,1,0,fiber optic,0,1,0,0,0,0,month-to-month,0,bank transfer automatic,73.25,1195.75,2.44
7919-zodzz,No,female,0,1,1,10,1,0,dsl,0,1,1,0,0,1,one year,1,mailed check,65.9,660.05,2.2
7921-bepci,No,female,0,0,0,72,1,1,dsl,1,1,0,0,0,0,two year,0,bank transfer automatic,59.75,4265.0,1.99
7921-lmdfq,No,male,1,0,0,51,1,0,fiber optic,0,0,1,0,1,1,one year,1,bank transfer automatic,94.0,4905.75,3.13
7923-iyjwy,No,male,1,0,0,67,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card automatic,116.1,7839.85,3.87
7924-gjzfi,No,female,1,1,0,25,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.3,1813.1,2.31
7925-pnrgi,No,female,0,1,1,45,1,1,dsl,1,1,1,1,1,0,month-to-month,0,mailed check,81.3,3541.1,2.71
7926-ijoou,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,19.3,19.3,0.64
7927-auxbz,Sí,female,0,0,0,30,1,0,fiber optic,0,0,0,1,1,0,month-to-month,0,electronic check,85.15,2555.9,2.84
7928-vjyab,No,male,0,1,1,11,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,90.6,1020.2,3.02
7929-dmbcv,No,female,0,1,0,20,1,0,fiber optic,0,0,1,1,0,0,month-to-month,1,mailed check,81.0,1683.7,2.7
7929-skfgk,No,male,0,1,0,70,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card automatic,114.3,8244.3,3.81
